Ticker;Company;Sector;Industry;Price;Market Cap;Currency;Exchange;Avg Volume;Avg Dollar Volume;Liquidity
CPRT;Copart, Inc.;INDUSTRIALS;Specialty Business Services;30.475;29356824576.0;USD;NMS;9351358.0;284982635.0;HOCH
ATO;Atmos Energy Corporation;UTILITIES;Utilities - Regulated Gas;172.825;28847917056.0;USD;NYQ;1273548.0;220100933.0;HOCH
BIP;Brookfield Infrastructure Partn;UTILITIES;Utilities - Diversified;36.57;28844599296.0;USD;NYQ;846727.0;30964806.0;HOCH
CNP;CenterPoint Energy, Inc (Holdin;UTILITIES;Utilities - Regulated Electric;43.865;28695144448.0;USD;NYQ;5076614.0;222685673.0;HOCH
EIX;Edison International;UTILITIES;Utilities - Regulated Electric;74.035;28488220672.0;USD;NYQ;2720941.0;201444867.0;HOCH
HAL;Halliburton Company;ENERGY;Oil & Gas Equipment & Services;33.88;28303276032.0;USD;NYQ;12897187.0;436956696.0;HOCH
TWLO;Twilio Inc.;SOFTWARE;Software - Infrastructure;186.4;28290646016.0;USD;NYQ;2714480.0;505979072.0;HOCH
CW;Curtiss-Wright Corporation;DEFENSE;Aerospace & Defense;757.71;27990689792.0;USD;NYQ;278483.0;211009354.0;HOCH
LDO.MI;LEONARDO;DEFENSE;Aerospace & Defense;48.03;27712808960.0;EUR;MIL;2770214.0;133053378.0;HOCH
MTSI;MACOM Technology Solutions Hold;SEMICONDUCTOR;Semiconductors;362.765;27677437952.0;USD;NMS;1406412.0;510197049.0;HOCH
FE;FirstEnergy Corp.;UTILITIES;Utilities - Regulated Electric;47.83;27666364416.0;USD;NYQ;5028301.0;240503637.0;HOCH
KHC;The Kraft Heinz Company;CONSUMER DEFENSIVE;Packaged Foods;23.015;27290673152.0;USD;NMS;14249438.0;327950816.0;HOCH
PBA;Pembina Pipeline Corp.;ENERGY;Oil & Gas Midstream;46.425;26993119232.0;USD;NYQ;1337170.0;62078117.0;HOCH
PPG;PPG Industries, Inc.;MATERIALS;Specialty Chemicals;121.05;26982045696.0;USD;NYQ;1956803.0;236871003.0;HOCH
NVT;nVent Electric plc;INDUSTRIALS;Electrical Equipment & Parts;166.34;26900578304.0;USD;NYQ;2107743.0;350601971.0;HOCH
ES;Eversource Energy (D/B/A);UTILITIES;Utilities - Regulated Electric;71.47;26878439424.0;USD;NYQ;2512977.0;179602466.0;HOCH
XYL;Xylem Inc.;INDUSTRIALS;Specialty Industrial Machinery;112.515;26744082432.0;USD;NYQ;2154516.0;242415368.0;HOCH
ADYEN.AS;ADYEN;SOFTWARE;Software - Infrastructure;844.0;26616967168.0;EUR;AMS;157629.0;133038876.0;HOCH
FICO;Fair Isaac Corporation;SOFTWARE;Software - Application;1145.19;26557992960.0;USD;NYQ;364774.0;417735537.0;HOCH
VEEV;Veeva Systems Inc.;HEALTHCARE;Health Information Services;163.32;26530240512.0;USD;NYQ;3086441.0;504077544.0;HOCH
ILMN;Illumina, Inc.;HEALTHCARE;Diagnostics & Research;174.395;26385965056.0;USD;NMS;1682293.0;293383488.0;HOCH
FSLR;First Solar, Inc.;TECHNOLOGY;Solar;244.76;26300282880.0;USD;NMS;2498180.0;611454537.0;HOCH
DG;Dollar General Corporation;CONSUMER DEFENSIVE;Discount Stores;119.16;26285105152.0;USD;NYQ;3564648.0;424763456.0;HOCH
ASTS;AST SpaceMobile, Inc.;TECHNOLOGY;Communication Equipment;67.38;26151833600.0;USD;NMS;21870462.0;1473631730.0;HOCH
AFRM;Affirm Holdings, Inc.;FINANCIALS;Credit Services;77.65;26004873216.0;USD;NMS;4980691.0;386750656.0;HOCH
MKSI;MKS Inc.;TECHNOLOGY;Scientific & Technical Instruments;378.59;25571530752.0;USD;NMS;1165666.0;441309491.0;HOCH
EQR;Equity Residential;REAL ESTATE;REIT - Residential;66.16;25562638336.0;USD;NYQ;2934124.0;194121644.0;HOCH
ENTG;Entegris, Inc.;SEMICONDUCTOR;Semiconductor Equipment & Materials;165.93;25271138304.0;USD;NMS;3032512.0;503184716.0;HOCH
AWK;American Water Works Company, I;UTILITIES;Utilities - Regulated Water;129.32;25253679104.0;USD;NYQ;2000230.0;258669744.0;HOCH
ZM;Zoom Communications, Inc.;SOFTWARE;Software - Application;85.685;25125603328.0;USD;NMS;4754072.0;407352659.0;HOCH
SIVE.ST;Sivers Semiconductors AB;SEMICONDUCTOR;Semiconductors;84.9;25081032704.0;SEK;STO;23875166.0;2027001593.0;HOCH
STZ;Constellation Brands, Inc.;CONSUMER DEFENSIVE;Beverages - Brewers;144.0;24800352256.0;USD;NYQ;2120954.0;305417376.0;HOCH
CTRA;Coterra Energy Inc.;ENERGY;Oil & Gas E&P;32.56;24724652032.0;USD;NYQ;9902764.0;322433996.0;HOCH
MRNA;Moderna, Inc.;BIOTECH;Biotechnology;61.6;24442034176.0;USD;NMS;6948819.0;428047250.0;HOCH
VOD.L;VODAFONE GROUP PLC ORD USD0.20 ;COMMUNICATION;Telecom Services;105.6;24316239872.0;GBp;LSE;79075004.0;8350320422.0;HOCH
MDB;MongoDB, Inc.;SOFTWARE;Software - Infrastructure;301.89;24281595904.0;USD;NGM;2039664.0;615754165.0;HOCH
SYM;Symbotic Inc.;INDUSTRIALS;Specialty Industrial Machinery;38.76;23396845568.0;USD;NGM;1982359.0;76836235.0;HOCH
BESI.AS;BE Semiconductor Industries N.V;SEMICONDUCTOR;Semiconductor Equipment & Materials;292.9;23197300736.0;EUR;AMS;457901.0;134119203.0;HOCH
KIT.OL;KITRON;TECHNOLOGY;Electronic Components;105.8;23138721792.0;NOK;OSL;577428.0;61091882.0;HOCH
L;Loews Corporation;FINANCIALS;Insurance - Property & Casualty;112.31;23109902336.0;USD;NYQ;815004.0;91533099.0;HOCH
BNTX;BioNTech SE;BIOTECH;Biotechnology;90.88;22982121472.0;USD;NMS;935208.0;84991703.0;HOCH
LEN;Lennar Corporation;CONSUMER CYCLICAL;Residential Construction;93.15;22942687232.0;USD;NYQ;2900119.0;270146085.0;HOCH
BEP;Brookfield Renewable Partners L;UTILITIES;Utilities - Renewable;34.96;22489219072.0;USD;NYQ;892811.0;31212673.0;HOCH
SOFI;SoFi Technologies, Inc.;FINANCIALS;Credit Services;17.2987;22189756416.0;USD;NMS;68395488.0;1183153028.0;HOCH
BCE;BCE, Inc.;COMMUNICATION;Telecom Services;23.37;21793128448.0;USD;NYQ;3478637.0;81295747.0;HOCH
FFIV;F5, Inc.;SOFTWARE;Software - Infrastructure;383.78;21652578304.0;USD;NMS;714232.0;274107957.0;HOCH
SQM;Sociedad Quimica y Minera S.A.;MATERIALS;Specialty Chemicals;75.53;21574223872.0;USD;NYQ;1339840.0;101198115.0;HOCH
DOW;Dow Inc.;MATERIALS;Chemicals;29.35;21153761280.0;USD;NYQ;13001469.0;381593115.0;HOCH
SRG.MI;SNAM;UTILITIES;Utilities - Regulated Gas;6.288;21101215744.0;EUR;MIL;6029669.0;37914559.0;HOCH
HPQ;HP Inc.;TECHNOLOGY;Computer Hardware;22.925;20965431296.0;USD;NYQ;19857880.0;455241899.0;HOCH
TEAM;Atlassian Corporation;SOFTWARE;Software - Application;82.05;20821653504.0;USD;NMS;7212424.0;591779389.0;HOCH
OKTA;Okta, Inc.;SOFTWARE;Software - Infrastructure;117.965;20684742656.0;USD;NMS;4110182.0;484857620.0;HOCH
ZS;Zscaler, Inc.;SOFTWARE;Software - Infrastructure;127.37;20596942848.0;USD;NMS;4620574.0;588522510.0;HOCH
CHTR;Charter Communications, Inc.;COMMUNICATION;Telecom Services;130.21;20401090560.0;USD;NMS;3265109.0;425149843.0;HOCH
TRN.MI;TERNA;UTILITIES;Utilities - Regulated Electric;10.165;20398694400.0;EUR;MIL;4010863.0;40770422.0;HOCH
SMCI;Super Micro Computer, Inc.;TECHNOLOGY;Computer Hardware;31.5176;20387885056.0;USD;NMS;49060641.0;1546273659.0;HOCH
FN;Fabrinet;TECHNOLOGY;Electronic Components;563.07;20174651392.0;USD;NYQ;838454.0;472108294.0;HOCH
AMKR;Amkor Technology, Inc.;SEMICONDUCTOR;Semiconductor Equipment & Materials;80.675;19997116416.0;USD;NMS;5093501.0;410918193.0;HOCH
FIS;Fidelity National Information S;TECHNOLOGY;Information Technology Services;38.575;19938613248.0;USD;NYQ;6839572.0;263836490.0;HOCH
CTSH;Cognizant Technology Solutions ;TECHNOLOGY;Information Technology Services;42.045;19887284224.0;USD;NMS;8858767.0;372466859.0;HOCH
IONQ;IonQ, Inc.;TECHNOLOGY;Computer Hardware;52.41;19563077632.0;USD;NYQ;31261282.0;1638403790.0;HOCH
LYC.AX;LYNAS FPO [LYC];MATERIALS;Other Industrial Metals & Mining;19.34;19465760768.0;AUD;ASX;3940776.0;76214608.0;HOCH
RIVN;Rivian Automotive, Inc.;CONSUMER CYCLICAL;Auto Manufacturers;14.405;19343990784.0;USD;NMS;28529033.0;410960720.0;HOCH
LSCC;Lattice Semiconductor Corporati;SEMICONDUCTOR;Semiconductors;140.99;19316738048.0;USD;NMS;2091496.0;294880021.0;HOCH
TLN;Talen Energy Corporation;UTILITIES;Utilities - Independent Power Producers;401.2;19175356416.0;USD;NMS;751112.0;301346134.0;HOCH
CRCL;Circle Internet Group, Inc.;FINANCIALS;Capital Markets;71.21;19033769984.0;USD;NYQ;14307524.0;1018838784.0;HOCH
BWXT;BWX Technologies, Inc.;DEFENSE;Aerospace & Defense;206.675;18934458368.0;USD;NYQ;1017096.0;210208316.0;HOCH
GIS;General Mills, Inc.;CONSUMER DEFENSIVE;Packaged Foods;35.135;18750887936.0;USD;NYQ;9497582.0;333697544.0;HOCH
DD;DuPont de Nemours, Inc.;MATERIALS;Specialty Chemicals;137.745;18598246400.0;USD;NYQ;1190039.0;163921922.0;HOCH
WY;Weyerhaeuser Company;REAL ESTATE;REIT - Specialty;25.525;18404612096.0;USD;NYQ;5110816.0;130453578.0;HOCH
GPN;Global Payments Inc.;INDUSTRIALS;Specialty Business Services;66.83;18280914944.0;USD;NYQ;3526109.0;235649864.0;HOCH
IOT;Samsara Inc.;SOFTWARE;Software - Infrastructure;30.89;17999915008.0;USD;NYQ;6125727.0;189223707.0;HOCH
YPF;YPF Sociedad Anonima;ENERGY;Oil & Gas Integrated;45.6662;17906944000.0;USD;NYQ;2321111.0;105996319.0;HOCH
TU;Telus Corporation;COMMUNICATION;Telecom Services;11.335;17697890304.0;USD;NYQ;5789787.0;65627236.0;HOCH
NXT;Nextpower Inc.;TECHNOLOGY;Solar;115.89;17636521984.0;USD;NMS;2212330.0;256386924.0;HOCH
IREN;IREN LIMITED;FINANCIALS;Capital Markets;49.0;17511555072.0;USD;NMS;44570880.0;2183973120.0;HOCH
AKAM;Akamai Technologies, Inc.;SOFTWARE;Software - Infrastructure;119.24;17335760896.0;USD;NMS;5460335.0;651090345.0;HOCH
ALB;Albemarle Corporation;MATERIALS;Specialty Chemicals;146.65;17295116288.0;USD;NYQ;2151756.0;315555017.0;HOCH
BEN;Franklin Resources, Inc.;FINANCIALS;Asset Management;32.57;16924581888.0;USD;NYQ;4900209.0;159599807.0;HOCH
GNRC;Generac Holdlings Inc.;INDUSTRIALS;Specialty Industrial Machinery;281.01;16542688256.0;USD;NYQ;901770.0;253406388.0;HOCH
PR;Permian Resources Corporation;ENERGY;Oil & Gas E&P;18.585;16011648000.0;USD;NYQ;12139798.0;225618146.0;HOCH
CF;CF Industries Holdings, Inc.;MATERIALS;Agricultural Inputs;102.3;15716276224.0;USD;NYQ;3429132.0;350800204.0;HOCH
ONTO;Onto Innovation Inc.;SEMICONDUCTOR;Semiconductor Equipment & Materials;312.85;15562275840.0;USD;NYQ;1086595.0;339941246.0;HOCH
DOCN;DigitalOcean Holdings, Inc.;SOFTWARE;Software - Infrastructure;148.08;15454248960.0;USD;NYQ;4284632.0;634468307.0;HOCH
TOST;Toast, Inc.;SOFTWARE;Software - Infrastructure;26.175;15181499392.0;USD;NYQ;11007274.0;288115397.0;HOCH
TXT;Textron Inc.;DEFENSE;Aerospace & Defense;86.94;15117907968.0;USD;NYQ;1340429.0;116536897.0;HOCH
DECK;Deckers Outdoor Corporation;CONSUMER CYCLICAL;Footwear & Accessories;106.4;14776934400.0;USD;NYQ;1987408.0;211460211.0;HOCH
OVV;Ovintiv Inc. (DE);ENERGY;Oil & Gas E&P;52.405;14726778880.0;USD;NYQ;3653854.0;191480219.0;HOCH
MOD;Modine Manufacturing Company;CONSUMER CYCLICAL;Auto Parts;275.66;14559199232.0;USD;NYQ;1149588.0;316895428.0;HOCH
SMTC;Semtech Corporation;SEMICONDUCTOR;Semiconductors;155.635;14459855872.0;USD;NMS;3275683.0;509810924.0;HOCH
GEN;Gen Digital Inc.;SOFTWARE;Software - Infrastructure;24.0;14458413056.0;USD;NMS;7658206.0;183796944.0;HOCH
SWK;Stanley Black & Decker, Inc.;INDUSTRIALS;Tools & Accessories;88.755;13797458944.0;USD;NYQ;1896587.0;168331579.0;HOCH
SANM;Sanmina Corporation;TECHNOLOGY;Electronic Components;245.85;13177004032.0;USD;NMS;991667.0;243801332.0;HOCH
LDOS;Leidos Holdings, Inc.;TECHNOLOGY;Information Technology Services;104.44;13137034240.0;USD;NYQ;1314312.0;137266745.0;HOCH
MAP.MC;MAPFRE, S.A.;FINANCIALS;Insurance - Diversified;4.284;13125582848.0;EUR;MCE;2570287.0;11011110.0;HOCH
CHKP;Check Point Software Technologi;SOFTWARE;Software - Infrastructure;125.725;13078895616.0;USD;NMS;1549488.0;194809379.0;HOCH
RMBS;Rambus, Inc.;SEMICONDUCTOR;Semiconductors;120.07;12984005632.0;USD;NMS;2589459.0;310916342.0;HOCH
WULF;TeraWulf Inc.;FINANCIALS;Capital Markets;26.18;12975521792.0;USD;NCM;29737412.0;778525446.0;HOCH
ARCC;Ares Capital Corporation;FINANCIALS;Asset Management;18.02;12938772480.0;USD;NMS;5920037.0;106679067.0;HOCH
NTNX;Nutanix, Inc.;SOFTWARE;Software - Infrastructure;47.45;12826708992.0;USD;NMS;3788535.0;179765986.0;HOCH
LULU;lululemon athletica inc.;CONSUMER CYCLICAL;Apparel Retail;112.75;12803204096.0;USD;NMS;3534030.0;398461882.0;HOCH
IONS;Ionis Pharmaceuticals, Inc.;BIOTECH;Biotechnology;77.455;12800411648.0;USD;NMS;1803470.0;139687769.0;HOCH
HUT;Hut 8 Corp.;FINANCIALS;Capital Markets;111.77;12584643584.0;USD;NMS;4757388.0;531733257.0;HOCH
LI;Li Auto Inc.;CONSUMER CYCLICAL;Auto Manufacturers;12.4359;12484464640.0;USD;NMS;3967601.0;49340689.0;HOCH
NIO;NIO Inc.;CONSUMER CYCLICAL;Auto Manufacturers;4.935;12352937984.0;USD;NYQ;37583845.0;185476275.0;HOCH
DKNG;DraftKings Inc.;CONSUMER CYCLICAL;Gambling;24.755;12281668608.0;USD;NMS;12793101.0;316693215.0;HOCH
AUR;Aurora Innovation, Inc.;CONSUMER CYCLICAL;Auto Parts;6.225;12208488448.0;USD;NMS;27706972.0;172475901.0;HOCH
PNR;Pentair plc.;INDUSTRIALS;Specialty Industrial Machinery;74.9;12104254464.0;USD;NYQ;2017311.0;151096594.0;HOCH
AGNC;AGNC Investment Corp.;REAL ESTATE;REIT - Mortgage;10.525;12081954816.0;USD;NMS;15090088.0;158823176.0;HOCH
MGM;MGM Resorts International;CONSUMER CYCLICAL;Resorts & Casinos;47.055;12039079936.0;USD;NYQ;4885583.0;229891108.0;HOCH
SJM;The J.M. Smucker Company;CONSUMER DEFENSIVE;Packaged Foods;112.285;11976558592.0;USD;NYQ;1858732.0;208707723.0;HOCH
VIAV;Viavi Solutions Inc.;TECHNOLOGY;Communication Equipment;48.53;11971654656.0;USD;NMS;7200617.0;349445943.0;HOCH
HAS;Hasbro, Inc.;CONSUMER CYCLICAL;Leisure;83.91;11872484352.0;USD;NMS;1966979.0;165049208.0;HOCH
U;Unity Software Inc.;SOFTWARE;Software - Application;27.1601;11856334848.0;USD;NYQ;12095954.0;328527320.0;HOCH
TYL;Tyler Technologies, Inc.;SOFTWARE;Software - Application;288.165;11855268864.0;USD;NYQ;710269.0;204674666.0;HOCH
DT;Dynatrace, Inc.;SOFTWARE;Software - Application;40.63;11842659328.0;USD;NYQ;6077461.0;246927240.0;HOCH
ZBRA;Zebra Technologies Corporation;TECHNOLOGY;Communication Equipment;247.04;11767353344.0;USD;NMS;960950.0;237393088.0;HOCH
DINO;HF Sinclair Corporation;ENERGY;Oil & Gas Refining & Marketing;65.11;11737734144.0;USD;NYQ;2280782.0;148501716.0;HOCH
APA;APA Corporation;ENERGY;Oil & Gas E&P;33.02;11671587840.0;USD;NMS;7122306.0;235178544.0;HOCH
CLX;Clorox Company (The);CONSUMER DEFENSIVE;Household & Personal Products;96.235;11636866048.0;USD;NYQ;2896459.0;278740732.0;HOCH
APLD;Applied Digital Corporation;TECHNOLOGY;Information Technology Services;40.5701;11593698304.0;USD;NMS;23131301.0;938439195.0;HOCH
LHA.DE;DEUTSCHE LUFTHANSA AG         V;INDUSTRIALS;Airlines;9.6;11539651584.0;EUR;GER;6490560.0;62309376.0;HOCH
AAOI;Applied Optoelectronics, Inc.;TECHNOLOGY;Communication Equipment;141.79;11377622016.0;USD;NGM;12759646.0;1809190206.0;HOCH
ARWR;Arrowhead Pharmaceuticals, Inc.;BIOTECH;Biotechnology;79.76;11234756608.0;USD;NMS;1762412.0;140569981.0;HOCH
HII;Huntington Ingalls Industries, ;DEFENSE;Aerospace & Defense;283.1799;11158428672.0;USD;NYQ;509737.0;144347273.0;HOCH
WYNN;Wynn Resorts, Limited;CONSUMER CYCLICAL;Resorts & Casinos;103.865;10779808768.0;USD;NMS;1460161.0;151659622.0;HOCH
FORM;FormFactor, Inc.;SEMICONDUCTOR;Semiconductor Equipment & Materials;137.88;10748403712.0;USD;NMS;1829419.0;252240292.0;HOCH
GDDY;GoDaddy Inc.;SOFTWARE;Software - Infrastructure;80.98;10717253632.0;USD;NYQ;2494691.0;202020077.0;HOCH
AR;Antero Resources Corporation;ENERGY;Oil & Gas E&P;34.57;10711030784.0;USD;NYQ;5072488.0;175355910.0;HOCH
DHER.DE;Delivery Hero SE              N;CONSUMER CYCLICAL;Internet Retail;35.2;10691970048.0;EUR;GER;1657135.0;58331152.0;HOCH
SIMO;Silicon Motion Technology Corpo;SEMICONDUCTOR;Semiconductors;312.91;10610101248.0;USD;NMS;1000919.0;313197564.0;HOCH
CGNX;Cognex Corporation;TECHNOLOGY;Scientific & Technical Instruments;62.99;10482761728.0;USD;NMS;2155633.0;135783323.0;HOCH
AES;The AES Corporation;UTILITIES;Utilities - Diversified;14.67;10462023680.0;USD;NYQ;10164546.0;149113890.0;HOCH
SWKS;Skyworks Solutions, Inc.;SEMICONDUCTOR;Semiconductors;69.45;10445693952.0;USD;NMS;4525458.0;314293058.0;HOCH
STR.VI;STRABAG SE;INDUSTRIALS;Engineering & Construction;89.9;10378298368.0;EUR;VIE;53450.0;4805155.0;MITTEL
GSAT;Globalstar, Inc.;COMMUNICATION;Telecom Services;80.1;10315993088.0;USD;NMS;1676266.0;134268907.0;HOCH
NDX1.DE;Nordex SE                     I;INDUSTRIALS;Specialty Industrial Machinery;43.34;10266036224.0;EUR;GER;649922.0;28167619.0;HOCH
CIFR;Cipher Digital Inc.;TECHNOLOGY;Information Technology Services;25.045;10244636672.0;USD;NMS;25676574.0;643069796.0;HOCH
ALGM;Allegro MicroSystems, Inc.;SEMICONDUCTOR;Semiconductors;54.98;10238507008.0;USD;NMS;2347679.0;129075391.0;HOCH
CACI;CACI International, Inc.;TECHNOLOGY;Information Technology Services;461.895;10203863040.0;USD;NYQ;294877.0;136202212.0;HOCH
MP;MP Materials Corp.;MATERIALS;Other Industrial Metals & Mining;55.965;9963012096.0;USD;NYQ;6189541.0;346397662.0;HOCH
GME;GameStop Corporation;CONSUMER CYCLICAL;Specialty Retail;21.3303;9570718720.0;USD;NYQ;7760911.0;165542560.0;HOCH
TEM;Tempus AI, Inc.;HEALTHCARE;Health Information Services;51.44;9236811776.0;USD;NMS;6291116.0;323615007.0;HOCH
OKLO;Oklo Inc.;UTILITIES;Utilities - Independent Power Producers;53.06;9231962112.0;USD;NYQ;13403820.0;711206689.0;HOCH
HUBS;HubSpot, Inc.;SOFTWARE;Software - Application;180.28;9228660736.0;USD;NYQ;1877656.0;338503824.0;HOCH
PL;Planet Labs PBC;DEFENSE;Aerospace & Defense;25.61;9123904512.0;USD;NYQ;13644567.0;349437361.0;HOCH
JOBY;Joby Aviation, Inc.;INDUSTRIALS;Airports & Air Services;9.205;9054432256.0;USD;NYQ;29946619.0;275658628.0;HOCH
TTC;Toro Company (The);INDUSTRIALS;Tools & Accessories;95.075;9053947904.0;USD;NYQ;832529.0;79152695.0;HOCH
KTOS;Kratos Defense & Security Solut;DEFENSE;Aerospace & Defense;48.22;9042213888.0;USD;NMS;4307408.0;207703214.0;HOCH
ARE;Alexandria Real Estate Equities;REAL ESTATE;REIT - Office;51.455;8967035904.0;USD;NYQ;2268267.0;116713678.0;HOCH
CWEN;Clearway Energy, Inc.;UTILITIES;Utilities - Renewable;36.335;8723915776.0;USD;NYQ;1142943.0;41528834.0;HOCH
CORZ;Core Scientific, Inc.;SOFTWARE;Software - Infrastructure;27.105;8616280064.0;USD;NMS;13847237.0;375329359.0;HOCH
RRC;Range Resources Corporation;ENERGY;Oil & Gas E&P;36.42;8581362176.0;USD;NYQ;3185182.0;116004328.0;HOCH
HALO;Halozyme Therapeutics, Inc.;BIOTECH;Biotechnology;71.81;8517599232.0;USD;NMS;1649022.0;118416270.0;HOCH
VSAT;ViaSat, Inc.;TECHNOLOGY;Communication Equipment;61.97;8463178752.0;USD;NMS;2177708.0;134952565.0;HOCH
TTD;The Trade Desk, Inc.;COMMUNICATION;Advertising Agencies;17.9499;8438397952.0;USD;NGM;20163283.0;361928914.0;HOCH
DOCU;DocuSign, Inc.;SOFTWARE;Software - Application;44.06;8413019648.0;USD;NMS;3921737.0;172791732.0;HOCH
QRVO;Qorvo, Inc.;SEMICONDUCTOR;Semiconductors;95.395;8396063744.0;USD;NMS;1198359.0;114317457.0;HOCH
QBTS;D-Wave Quantum Inc.;TECHNOLOGY;Computer Hardware;22.435;8310937600.0;USD;NYQ;34735209.0;779284414.0;HOCH
KNTK;Kinetik Holdings Inc.;ENERGY;Oil & Gas Midstream;48.17;8052093952.0;USD;NYQ;1066851.0;51390213.0;HOCH
SHA0.DE;Schaeffler AG                 N;CONSUMER CYCLICAL;Auto Parts;8.48;8012621824.0;EUR;GER;1197109.0;10151484.0;HOCH
HAG.DE;HENSOLDT AG                   I;DEFENSE;Aerospace & Defense;68.96;7964879872.0;EUR;GER;430819.0;29709278.0;HOCH
CRUS;Cirrus Logic, Inc.;SEMICONDUCTOR;Semiconductors;155.65;7852965376.0;USD;NMS;634167.0;98708094.0;HOCH
HESM;Hess Midstream LP;ENERGY;Oil & Gas Midstream;37.37;7721918976.0;USD;NYQ;2033751.0;76001275.0;HOCH
CAMT;Camtek Ltd.;SEMICONDUCTOR;Semiconductor Equipment & Materials;165.875;7637627392.0;USD;NGM;460958.0;76461408.0;HOCH
MDA.TO;MDA SPACE LTD;DEFENSE;Aerospace & Defense;54.22;7523078144.0;CAD;TOR;1268863.0;68797752.0;HOCH
UGI;UGI Corporation;UTILITIES;Utilities - Regulated Gas;34.925;7487700480.0;USD;NYQ;1830841.0;63942122.0;HOCH
HIMS;Hims & Hers Health, Inc.;PHARMA;Drug Manufacturers - Specialty & Generic;32.17;7445993472.0;USD;NYQ;25914250.0;833661422.0;HOCH
ETSY;Etsy, Inc.;CONSUMER CYCLICAL;Internet Retail;78.445;7444134912.0;USD;NYQ;3026390.0;237405164.0;HOCH
ABVX;Abivax SA;BIOTECH;Biotechnology;92.74;7390871040.0;USD;NGM;1641111.0;152196634.0;HOCH
AVAV;AeroVironment, Inc.;DEFENSE;Aerospace & Defense;143.005;7236778496.0;USD;NMS;1184670.0;169413733.0;HOCH
SLAB;Silicon Laboratories, Inc.;SEMICONDUCTOR;Semiconductors;218.2;7196634112.0;USD;NMS;402048.0;87726874.0;HOCH
A2A.MI;A2A;UTILITIES;Utilities - Diversified;2.265;7085886976.0;EUR;MIL;10002917.0;22656607.0;HOCH
KLAR;Klarna Group plc;FINANCIALS;Credit Services;18.525;7004551680.0;USD;NYQ;5689511.0;105398191.0;HOCH
ZAL.DE;Zalando SE                    I;CONSUMER CYCLICAL;Internet Retail;26.37;6807538176.0;EUR;GER;1583517.0;41757343.0;HOCH
CHRD;Chord Energy Corporation;ENERGY;Oil & Gas E&P;119.7;6739012096.0;USD;NMS;840912.0;100657166.0;HOCH
ACLX;Arcellx, Inc.;BIOTECH;Biotechnology;115.07;6732325376.0;USD;NMS;1446171.0;166410897.0;HOCH
TKA.DE;thyssenkrupp AG               I;INDUSTRIALS;Conglomerates;10.71;6667314688.0;EUR;GER;2779014.0;29763240.0;HOCH
CPB;The Campbell's Company;CONSUMER DEFENSIVE;Packaged Foods;22.275;6642544128.0;USD;NMS;9472406.0;210997844.0;HOCH
NXE;Nexgen Energy Ltd.;URANIUM;Uranium;9.945;6582689280.0;USD;NYQ;6096532.0;60630011.0;HOCH
MBLY;Mobileye Global Inc.;CONSUMER CYCLICAL;Auto Parts;7.723;6504203264.0;USD;NMS;6689029.0;51659371.0;HOCH
NOV;NOV Inc.;ENERGY;Oil & Gas Equipment & Services;18.08;6488703488.0;USD;NYQ;4610961.0;83366175.0;HOCH
ABVX.PA;ABIVAX;BIOTECH;Biotechnology;80.7;6437454336.0;EUR;PAR;278525.0;22476968.0;HOCH
KLIC;Kulicke and Soffa Industries, I;SEMICONDUCTOR;Semiconductor Equipment & Materials;121.88;6373621248.0;USD;NMS;843472.0;102802367.0;HOCH
RGTI;Rigetti Computing, Inc.;TECHNOLOGY;Computer Hardware;19.0498;6332131328.0;USD;NCM;41397388.0;788611962.0;HOCH
DUOL;Duolingo, Inc.;SOFTWARE;Software - Application;134.23;6254193664.0;USD;NMS;1721080.0;231020568.0;HOCH
GDS;GDS Holdings Limited;TECHNOLOGY;Information Technology Services;31.13;6237754880.0;USD;NGM;2147816.0;66861512.0;HOCH
ENPH;Enphase Energy, Inc.;TECHNOLOGY;Solar;47.24;6226148352.0;USD;NGM;7868954.0;371729387.0;HOCH
NEM.DE;Nemetschek SE                 I;SOFTWARE;Software - Application;53.75;6203222528.0;EUR;GER;273937.0;14724114.0;HOCH
MTDR;Matador Resources Company;ENERGY;Oil & Gas E&P;49.63;6162965504.0;USD;NYQ;1759791.0;87338427.0;HOCH
DBX;Dropbox, Inc.;SOFTWARE;Software - Infrastructure;26.35;6147472384.0;USD;NMS;3877425.0;102170149.0;HOCH
SBSW;D/B/A Sibanye-Stillwater Limite;MATERIALS;Other Precious Metals & Mining;8.465;6123329536.0;USD;NYQ;5045941.0;42713891.0;HOCH
ESTC;Elastic N.V.;SOFTWARE;Software - Application;58.32;6109105664.0;USD;NYQ;1990090.0;116062049.0;HOCH
BZ;KANZHUN LIMITED - American Depo;COMMUNICATION;Internet Content & Information;13.285;5961426432.0;USD;NMS;3975708.0;52817281.0;HOCH
PAYC;Paycom Software, Inc.;SOFTWARE;Software - Application;127.735;5955912192.0;USD;NYQ;1013062.0;129403475.0;HOCH
PCOR;Procore Technologies, Inc.;SOFTWARE;Software - Application;39.12;5902824960.0;USD;NYQ;2490506.0;97428595.0;HOCH
TWST;Twist Bioscience Corporation;HEALTHCARE;Diagnostics & Research;90.2;5616871936.0;USD;NMS;1596462.0;144000872.0;HOCH
PCTY;Paylocity Holding Corporation;SOFTWARE;Software - Application;103.86;5561085440.0;USD;NMS;798277.0;82909049.0;HOCH
